"","Open_Statu","School_ID","Short_Desc","Short_Name","UnitName","Address","Zip","Network","Governance","School_Typ","Grade_Cat","Grades","Grades_Sho","Boundary","BoundaryGr","BndGrShort","Lat","Long","Phone","GeoNetwork","COMMAREA","WARD","SchoolId"
"165","OPEN","609739","George Washington HS","WASHINGTON HS","George Washington High School","3535 E 114TH ST","60617","Network 17","District","Traditional","HS","9, 10, 11, 12","9-12","Attendance Area School","9, 10, 11, 12","9-12",41.68813694,-87.5375703,"(773)535-5725","13","EAST SIDE","10",609739
"166","OPEN","609740","Wells Academy","WELLS HS","Wells Community Academy High School","936 N ASHLAND AVE","60622","Network 15","District","Traditional","HS","9, 10, 11, 12","9-12","Attendance Area School","9, 10, 11, 12","9-12",41.89899471,-87.66748287,"(773)534-7010","6","WEST TOWN","1",609740
"167","OPEN","609741","Hubbard HS","HUBBARD HS","Gurdon S Hubbard High School","6200 S HAMLIN AVE","60629","Network 16","District","Traditional","HS","9, 10, 11, 12","9-12","Attendance Area School","9, 10, 11, 12","9-12",41.78052639,-87.71801374,"(773)535-2200","10","WEST LAWN","23",609741
"168","OPEN","609744","Northside Learning Center","NORTHSIDE LEARNING HS","Northside Learning Center High School","3730 W BRYN MAWR AVE","60659","Network 14","District","Specialty","HS","9, 10, 11, 12","9-12","Citywide",,,41.98297252,-87.72238622,"(773)534-5180","1","NORTH PARK","39",609744
"169","OPEN","609745","Southside Occupational Academy","SOUTHSIDE HS","Southside Occupational Academy High School","7342 S HOYNE AVE","60636","ISP","District","Specialty","HS","11, 12","11-12","Citywide",,,41.75985243,-87.67594677,"(773)535-9100","11","WEST ENGLEWOOD","17",609745
"170","OPEN","609746","Kenwood Academy","KENWOOD HS","Kenwood Academy High School","5015 S BLACKSTONE AVE","60615","Network 17","District","Traditional","HS","7, 8, 9, 10, 11, 12","7-12","Attendance Area School","9, 10, 11, 12","9-12",41.80377212,-87.59042089,"(773)535-1350","9","KENWOOD","4",609746
"171","OPEN","609748","York HS","YORK HS","Consuella B York Alternative High School","2700 S CALIFORNIA AVE","60608","Network 16","District","Options","HS","9, 10, 11, 12","9-12","Citywide",,,41.84253335,-87.69526102,"(773)535-7021","7","SOUTH LAWNDALE","24",609748
"172","OPEN","609749","Northside College Prep","NORTHSIDE PREP HS","Northside College Preparatory High School","5501 N KEDZIE AVE","60625","ISP","District","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.98131528,-87.7087078,"(773)534-3954","1","NORTH PARK","40",609749
"173","OPEN","609750","Simpson Academy","SIMPSON HS","Simpson Academy High School for Young Women","1321 S PAULINA ST","60608","Network 15","District","Options","HS","6, 7, 8, 9, 10, 11, 12","6-12","Citywide",,,41.86436548,-87.66872223,"(773)534-7812","6","NEAR WEST SIDE","28",609750
"174","OPEN","609751","King HS","KING HS","Dr  Martin Luther King  Jr  College Prep HS","4445 S DREXEL BLVD","60653","Network 17","District","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.81367545,-87.60387386,"(773)535-1180","9","KENWOOD","4",609751
"175","OPEN","609753","Chicago Agricultural HS","CHICAGO AGRICULTURE HS","Chicago High School for Agricultural Sciences","3857 W 111TH ST","60655","ISP","District","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.69122074,-87.71776967,"(773)535-2500","10","MOUNT GREENWOOD","19",609753
"176","OPEN","609754","Chicago Miliray Academy","CHICAGO MILITARY HS","Chicago Military Academy High School","3519 S GILES AVE","60653","Network 17","District","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.83055498,-87.61921554,"(773)534-9750","9","DOUGLAS","3",609754
"177","OPEN","609755","Young Magnet HS","YOUNG HS","Whitney M Young Magnet High School","211 S LAFLIN ST","60607","ISP","District","Traditional","HS","7, 8, 9, 10, 11, 12","7-12","Citywide",,,41.87860253,-87.66423334,"(773)534-7500","6","NEAR WEST SIDE","27",609755
"178","OPEN","609756","Curie Metro HS","CURIE HS","Marie Sklodowska Curie Metropolitan High School","4959 S ARCHER AVE","60632","Network 15","District","Traditional","HS","9, 10, 11, 12","9-12","Attendance Area School","9, 10, 11, 12","9-12",41.80306021,-87.72204165,"(773)535-2100","8","ARCHER HEIGHTS","14",609756
"179","OPEN","609759","Clemente Academy","CLEMENTE HS","Roberto Clemente Community Academy High School","1147 N WESTERN AVE","60622","Network 15","District","Traditional","HS","9, 10, 11, 12","9-12","Attendance Area School","9, 10, 11, 12","9-12",41.90262579,-87.68690615,"(773)534-4000","5","WEST TOWN","1",609759
"180","OPEN","609760","Carver Military Academy","CARVER MILITARY HS","George Washington Carver Military Academy HS","13100 S DOTY AVE","60627","Network 17","District","Traditional","HS","9, 10, 11, 12","9-12","Citywide",,,41.65628995,-87.59062039,"(773)535-5250","13","RIVERDALE","9",609760
"181","OPEN","609761","Corliss HS","CORLISS HS","George H Corliss High School","821 E 103RD ST","60628","Network 17","District","Traditional","HS","9, 10, 11, 12","9-12","Attendance Area School","9, 10, 11, 12","9-12",41.70665962,-87.60121588,"(773)535-5115","13","PULLMAN","9",609761
"182","OPEN","609762","Julian HS","JULIAN HS","Percy L Julian High School","10330 S ELIZABETH ST","60643","Network 16","District","Traditional","HS","9, 10, 11, 12","9-12","Attendance Area School","9, 10, 11, 12","9-12",41.70585894,-87.65374921,"(773)535-5170","10","WASHINGTON HEIGHTS","34",609762
"183","OPEN","609764","Juarez Academy","JUAREZ HS","Benito Juarez Community Academy High School","1450 W CERMAK RD","60608","ISP","District","Traditional","HS","9, 10, 11, 12","9-12","Attendance Area School","9, 10, 11, 12","9-12",41.85267014,-87.66433931,"(773)534-7030","7","LOWER WEST SIDE","25",609764
"184","OPEN","609766","Vaughn Occupational HS","VAUGHN HS","Jacqueline B Vaughn Occupational High School","4355 N LINDER AVE","60641","Network 14","District","Specialty","HS","9, 10, 11, 12","9-12","Citywide",,,41.9603638,-87.76466317,"(773)534-3600","1","PORTAGE PARK","38",609766
"185","OPEN","609768","Hope College Prep","HOPE HS","Hope College Preparatory High School","5515 S LOWE AVE","60621","Network 16","District","Traditional","HS","10, 11, 12","10-12","Attendance Area School",,,41.79355347,-87.64124411,"(773)535-3160","11","ENGLEWOOD","20",609768
"186","OPEN","609769","Ray Graham Training Ct","GRAHAM HS","Ray Graham Training Center High School","2347 S WABASH AVE","60616","Network 14","District","Specialty","HS","9, 10, 11, 12","9-12","Citywide",,,41.84967542,-87.62531482,"(773)534-9257","6","NEAR SOUTH SIDE","3",609769
"187","OPEN","609772","Addams ES","ADDAMS","Jane Addams Elementary School","10810 S AVENUE H","60617","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.6987388,-87.53297604,"(773)535-6210","13","EAST SIDE","10",609772
"188","OPEN","609773","Agassiz ES","AGASSIZ","Louis A Agassiz Elementary School","2851 N SEMINARY AVE","60657","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.9341263,-87.65622867,"(773)534-5725","4","LAKE VIEW","44",609773
"189","OPEN","609777","Armour ES","ARMOUR","Phillip D Armour Elementary School","950 W 33RD PL","60608","Network 6","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.83385391,-87.65065316,"(773)535-4530","6","BRIDGEPORT","11",609777
"190","OPEN","609779","George Armstrong ES","ARMSTRONG G","George Armstrong International Studies ES","2110 W GREENLEAF AVE","60645","Network 2","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",42.01014998,-87.68444183,"(773)534-2150","2","WEST RIDGE","50",609779
"191","OPEN","609780","Marine Leadership Academy at Ames","MARINE LEADERSHIP AT AMES HS","Marine Leadership Acad-Ames HS","1920 N HAMLIN AVE","60647","ISP","District","Traditional","HS","7, 8, 9, 10, 11, 12","7-12","Citywide",,,41.91604463,-87.72174232,"(773)534-4970","4","LOGAN SQUARE","26",609780
"192","OPEN","609782","Audubon ES","AUDUBON","John J Audubon Elementary School","3500 N HOYNE AVE","60618","Network 4","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.94506223,-87.68104105,"(773)534-5470","4","NORTH CENTER","47",609782
"193","OPEN","609783","Nancy Jefferson Alternative HS","JEFFERSON HS","Nancy B Jefferson Alternative High School","1100 S HAMILTON AVE","60612","Network 16","District","Options","HS","6, 7, 8, 9, 10, 11, 12","6-12","Citywide",,,41.86783229,-87.68041755,"(312)433-7110","6","NEAR WEST SIDE","27",609783
"194","OPEN","609786","Avalon Park ES","AVALON PARK","Avalon Park Elementary School","8045 S KENWOOD AVE","60619","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.74824699,-87.59165381,"(773)535-6615","12","AVALON PARK","8",609786
"195","OPEN","609788","Barnard ES","BARNARD","Alice L Barnard Computer Math & Science Ctr ES","10354 S CHARLES ST","60643","Network 10","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.70513101,-87.65807422,"(773)535-2625","10","BEVERLY","19",609788
"196","OPEN","609789","Barry ES","BARRY","John Barry Elementary School","2828 N KILBOURN AVE","60641","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6","PK-6","Attendance Area School","K, 1, 2, 3, 4, 5, 6","K-6",41.93251058,-87.73938835,"(773)534-3455","4","HERMOSA","31",609789
"197","OPEN","609790","Barton ES","BARTON","Clara Barton Elementary School","7650 S WOLCOTT AVE","60620","Network 11","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.75419385,-87.67092713,"(773)535-3260","11","AUBURN GRESHAM","17",609790
"198","OPEN","609791","Bass ES","BASS","Perkins Bass Elementary School","1140 W 66TH ST","60621","Network 11","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.77424645,-87.65353242,"(773)535-3275","11","ENGLEWOOD","16",609791
"199","OPEN","609792","Bateman ES","BATEMAN","Newton Bateman Elementary School","4220 N RICHMOND ST","60618","Network 1","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.95821984,-87.70215096,"(773)534-5055","1","IRVING PARK","33",609792
"200","OPEN","609793","Nicholson Technology Academy","NICHOLSON","Lillian R. Nicholson STEM Academy","6006 S PEORIA ST","60621","Network 11","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.78494238,-87.64745284,"(773)535-3285","11","ENGLEWOOD","16",609793
"201","OPEN","609794","Edison RGC ES","EDISON","Thomas A Edison Regional Gifted Center ES","4929 N SAWYER AVE","60625","Network 1","District","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.9715061,-87.70930367,"(773)534-0540","1","ALBANY PARK","33",609794
"202","OPEN","609795","George Rogers Clark ES","CLARK ES","George Rogers Clark Elementary School","1045 S MONITOR AVE","60644","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.86781257,-87.77041753,"(773)534-6225","3","AUSTIN","29",609795
"203","OPEN","609796","Beaubien ES","BEAUBIEN","Jean Baptiste Beaubien Elementary School","5025 N LARAMIE AVE","60630","Network 1","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.97239395,-87.75756504,"(773)534-3500","1","JEFFERSON PARK","45",609796
"204","OPEN","609797","Beidler ES","BEIDLER","Jacob Beidler Elementary School","3151 W WALNUT ST","60612","Network 5","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.88532104,-87.70585481,"(773)534-6811","5","EAST GARFIELD PARK","27",609797
"205","OPEN","609798","Belding ES","BELDING","Hiram H Belding Elementary School","4257 N TRIPP AVE","60641","Network 1","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.95893849,-87.73401973,"(773)534-3590","1","IRVING PARK","39",609798
"206","OPEN","609799","Bell ES","BELL","Alexander Graham Bell Elementary School","3730 N OAKLEY AVE","60618","Network 4","District","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.9495298,-87.68601824,"(773)534-5150","4","NORTH CENTER","47",609799
"207","OPEN","609800","Bennett ES","BENNETT","Frank I Bennett Elementary School","10115 S PRAIRIE AVE","60628","Network 13","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.71043495,-87.61739046,"(773)535-5460","13","ROSELAND","9",609800
"208","OPEN","609803","Blaine ES","BLAINE","James G Blaine Elementary School","1420 W GRACE ST","60613","Network 4","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.95078052,-87.66496784,"(773)534-5750","4","LAKE VIEW","44",609803
"209","OPEN","609804","Boone ES","BOONE","Daniel Boone Elementary School","6710 N WASHTENAW AVE","60645","Network 2","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",42.00341161,-87.69746282,"(773)534-2160","2","WEST RIDGE","50",609804
"210","OPEN","609805","Joplin ES","JOPLIN","Scott Joplin Elementary School","7931 S HONORE ST","60620","Network 11","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.74933916,-87.66936565,"(773)535-3425","11","AUBURN GRESHAM","17",609805
"211","OPEN","609806","Bradwell ES","BRADWELL","Myra Bradwell Communications Arts & Sciences ES","7736 S BURNHAM AVE","60649","AUSL","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.75436513,-87.55714197,"(773)535-6600","12","SOUTH SHORE","7",609806
"212","OPEN","609807","Hampton ES","HAMPTON","Lionel Hampton Fine & Performing Arts ES","3434 W 77TH ST","60652","Network 10","District","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.75345719,-87.70873128,"(773)535-4030","10","ASHBURN","18",609807
"213","OPEN","609808","Haley Elem Academy","HALEY","Alex Haley Elementary Academy","11411 S EGGLESTON AVE","60628","Network 13","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.68665997,-87.63363214,"(773)535-5340","13","ROSELAND","34",609808
"214","OPEN","609809","Brentano Elem Academy","BRENTANO","Lorenz Brentano Math & Science Academy ES","2723 N FAIRFIELD AVE","60647","Network 4","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.9309661,-87.6962942,"(773)534-4100","4","LOGAN SQUARE","32",609809
"215","OPEN","609810","Bridge ES","BRIDGE","Norman A Bridge Elementary School","3800 N NEW ENGLAND AVE","60634","Network 1","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.94911439,-87.79866892,"(773)534-3718","1","DUNNING","38",609810
"216","OPEN","609811","Bright ES","BRIGHT","Orville T Bright Elementary School","10740 S CALHOUN AVE","60617","Network 13","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.69972622,-87.56208423,"(773)535-6215","13","SOUTH DEERING","10",609811
"217","OPEN","609812","William Brown ES","BROWN W","William H Brown Elementary School","54 N HERMITAGE AVE","60612","Network 6","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","1, 2, 3, 4, 5, 6, 7, 8","1-8",41.88299678,-87.67068239,"(773)534-7250","6","NEAR WEST SIDE","27",609812
"218","OPEN","609813","Brownell ES","BROWNELL","Charles S Brownell Elementary School","6741 S MICHIGAN AVE","60637","Network 12","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6","PK-6","Attendance Area School","K, 1, 2, 3, 4, 5, 6","K-6",41.77162036,-87.62174597,"(773)535-3030","12","GREATER GRAND CROSSING","6",609813
"219","OPEN","609815","Bouchet ES Academy","BOUCHET","Edward A Bouchet Math & Science Academy ES","7355 S JEFFERY BLVD","60649","Network 12","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.76084748,-87.57607486,"(773)535-0501","12","SOUTH SHORE","7",609815
"220","OPEN","609817","Budlong ES","BUDLONG","Lyman A Budlong Elementary School","2701 W FOSTER AVE","60625","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.97575433,-87.69655603,"(773)534-2591","2","LINCOLN SQUARE","40",609817
"221","OPEN","609818","Burbank ES","BURBANK","Luther Burbank Elementary School","2035 N MOBILE AVE","60639","Network 3","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.91759814,-87.78269957,"(773)534-3000","3","BELMONT CRAGIN","29",609818
"222","OPEN","609819","Burke ES","BURKE","Edmond Burke Elementary School","5356 S KING DR","60615","Network 9","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.79675956,-87.61614052,"(773)535-1325","9","WASHINGTON PARK","3",609819
"223","OPEN","609820","Burley ES","BURLEY","Augustus H Burley Elementary School","1630 W BARRY AVE","60657","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.93793747,-87.66985312,"(773)534-5475","4","LAKE VIEW","32",609820
"224","OPEN","609821","Burnham ES Academy","BURNHAM","Burnham Elementary Inclusive Academy","9928 S CRANDON AVE","60617","Network 13","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.71440206,-87.56713059,"(773)535-6530","13","SOUTH DEERING","7",609821
"225","OPEN","609827","Burnside Elem Academy","BURNSIDE","Burnside Elementary Scholastic Academy","650 E 91ST PL","60619","Network 12","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Citywide",,,41.72848064,-87.60743532,"(773)535-3300","12","CHATHAM","8",609827
"226","OPEN","609828","Burr Elem Academy","BURR","Jonathan Burr Elementary School","1621 W WABANSIA AVE","60622","Network 6","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.91235791,-87.6686606,"(773)534-4090","6","WEST TOWN","32",609828
"227","OPEN","609829","Burroughs ES","BURROUGHS","John C Burroughs Elementary School","3542 S WASHTENAW AVE","60632","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.82886791,-87.69245663,"(773)535-7226","8","BRIGHTON PARK","12",609829
"228","OPEN","609830","Brunson ES","BRUNSON","Milton Brunson Math & Science Specialty ES","932 N CENTRAL AVE","60651","Network 3","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.89766257,-87.76560566,"(773)534-6025","3","AUSTIN","29",609830
"229","OPEN","609832","Byrne ES","BYRNE","Michael M Byrne Elementary School","5329 S OAK PARK AVE","60638","Network 10","District","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.79503097,-87.79154448,"(773)535-2170","10","GARFIELD RIDGE","23",609832
"230","OPEN","609833","Caldwell Elem Academy","CALDWELL","Charles P Caldwell Academy of Math & Science ES","8546 S CREGIER AVE","60617","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.73922636,-87.58072903,"(773)535-6300","12","AVALON PARK","8",609833
"231","OPEN","609834","Little Village ES","LITTLE VILLAGE","Little Village Elementary School","2620 S LAWNDALE AVE","60623","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.84369812,-87.71731895,"(773)534-1880","7","SOUTH LAWNDALE","22",609834
"232","OPEN","609835","Cameron ES","CAMERON","Daniel R Cameron Elementary School","1234 N MONTICELLO AVE","60651","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.90379212,-87.71792664,"(773)534-4290","5","HUMBOLDT PARK","26",609835
"233","OPEN","609836","Canty ES","CANTY","Arthur E Canty Elementary School","3740 N PANAMA AVE","60634","Network 1","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.94800703,-87.8292957,"(773)534-1238","1","DUNNING","38",609836
"234","OPEN","609837","Carnegie ES","CARNEGIE","Andrew Carnegie Elementary School","1414 E 61ST PL","60637","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.78336832,-87.59079501,"(773)535-0530","9","WOODLAWN","20",609837
"235","OPEN","609839","Carroll-Rosenwald Special ES","CARROLL","Carroll-Rosenwald Specialty Elementary School","2929 W 83RD ST","60652","Network 10","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.74251663,-87.69601208,"(773)535-9414","10","ASHBURN","18",609839
"236","OPEN","609842","Carson ES","CARSON","Rachel Carson Elementary School","5516 S MAPLEWOOD AVE","60629","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.79327214,-87.68779954,"(773)535-9222","8","GAGE PARK","15",609842
"237","OPEN","609844","Carter ES","CARTER","William W Carter Elementary School","5740 S MICHIGAN AVE","60637","AUSL","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.78982791,-87.62245275,"(773)535-0860","9","WASHINGTON PARK","20",609844
"238","OPEN","609845","Carver ES","CARVER G","George Washington Carver Primary School","901 E 133RD PL","60827","Network 13","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.65370212,-87.59951563,"(773)535-5674","13","RIVERDALE","9",609845
"239","OPEN","609848","Aldridge ES","ALDRIDGE","Ira F Aldridge Elementary School","630 E 131ST ST","60827","Network 13","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.65740497,-87.60647385,"(773)535-5614","13","RIVERDALE","9",609848
"240","OPEN","609849","Cassell ES","CASSELL","George F Cassell Elementary School","11314 S SPAULDING AVE","60655","ISP","District","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.68734706,-87.70321549,"(773)535-2640","10","MOUNT GREENWOOD","19",609849
"241","OPEN","609850","Greeley ES","GREELEY","Horace Greeley Elementary School","832 W SHERIDAN RD","60613","Network 4","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.95280951,-87.65097987,"(773)534-5800","4","LAKE VIEW","46",609850
"242","OPEN","609851","Chalmers Special ES","CHALMERS","Thomas Chalmers Specialty Elementary School","2745 W ROOSEVELT RD","60608","AUSL","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.86643525,-87.69525937,"(773)534-1720","5","NORTH LAWNDALE","28",609851
"243","OPEN","609852","Chappell ES","CHAPPELL","Eliza Chappell Elementary School","2135 W FOSTER AVE","60625","ISP","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.9758943,-87.68326359,"(773)534-2390","2","LINCOLN SQUARE","40",609852
"244","OPEN","609853","Chase ES","CHASE","Salmon P Chase Elementary School","2021 N POINT ST","60647","Network 4","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.91799265,-87.69456225,"(773)534-4185","4","LOGAN SQUARE","1",609853
"245","OPEN","609854","Chopin ES","CHOPIN","Frederic Chopin Elementary School","2450 W RICE ST","60622","Network 5","District","Traditional","ES","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","PK-8","Attendance Area School","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8",41.89671269,-87.68893676,"(773)534-4080","5","WEST TOWN","26",609854
"246","OPEN","609855","Christopher ES","CHRISTOPHER","Walter S Christopher Elementary School","5042 S ARTESIAN AVE","60632","Network 8","District","Traditional","ES","K, 1, 2, 3, 4, 5, 6, 7, 8","K-8","Citywide",,,41.80165862,-87.685607,"(773)535-9375","8","GAGE PARK","14",609855
